400017705442,1,11,907.62
400017691918,1,6,107.46
400121469454,1,3,275.27
400017707466,1,3,163.16
400121253663,1,3,118.07
400014066827,1,1,10.99
400017686490,1,3,46.94
400017736923,1,4,257.80
400017728183,1,2,39.02
400017711882,1,17,561.38
400121448662,1,3,118.32
400121467798,1,4,106.18
400017715838,1,12,937.89
400121358468,1,2,78.51
400014012530,1,2,33.27
400121405405,1,2,31.95
400017705258,1,2,67.53
400017700934,1,3,28.47
400121246763,1,6,101.62
400017598613,1,3,52.47
400017711054,1,2,75.86
400017686214,1,3,69.53
400017218367,1,3,48.27
400014636351,1,4,461.03
400017725607,1,3,61.55
400017707742,1,2,37.72
400014751017,1,2,85.26
400017730851,1,3,110.02
400017715194,1,3,69.05
400017310844,1,2,70.15
400017539532,1,2,66.47
400121221722,1,3,4.82
400001680782,1,3,102.50
400016434967,1,1,1.50
400002766470,1,3,16.08
400121401357,1,1,37.89
400017686582,1,40,603.09
400121423345,1,1,92.80
400017701578,1,6,1059.00
400017710318,1,14,593.50
400017726895,1,14,1085.09
400017725331,1,26,442.75
400017457451,1,2,81.38
400017725699,1,2,20.24
400017693022,1,5,86.44
400017697898,1,7,1432.94
400017727263,1,10,259.61
400017718431,1,7,100.54
400000025168,1,14,237.58
400017727815,1,4,278.87
400017690354,1,2,47.83
400017713814,1,15,326.07
400017707650,1,36,1788.21
400017692378,1,1,37.27
400017725055,1,2,132.78
400017640749,1,2,31.60
400017534196,1,6,189.90
400017686674,1,10,429.49
400017723123,1,1,121.57
400017704982,1,3,295.59
400016434507,1,9,754.84
400017718615,1,3,15.59
400121462554,1,1,33.40
400017668734,1,11,974.08
400017703050,1,9,94.60
400017722479,1,18,1462.57
400017722111,1,3,127.82
400121474698,1,2,105.76
400121476722,1,1,130.22
400121476630,1,5,366.77
400001473915,1,1,23.85
400017714182,1,18,472.50
400017719259,1,23,267.91
400121474606,1,7,159.03
400017714458,1,22,1137.27
400017724963,1,1,28.69
400017555540,1,2,188.56
400017712802,1,42,320.39
400017725147,1,7,405.87
400121473870,1,1,241.85
400017720639,1,8,606.50
